"id","committer","comunity","star","watcher","pull_request","dpdp","pdp"
"1455539","1","1","1","1","","FALSE","TRUE"
"1459652","1","1","3","2","","TRUE","TRUE"
"1467184","5","5","0","0","","FALSE","FALSE"
"1467942","2","2","9","6","","TRUE","TRUE"
"1469005","1","1","4","3","","TRUE","TRUE"
"1469026","2","2","3","3","","TRUE","TRUE"
"1470631","1","1","5","2","","FALSE","FALSE"
"1474117","1","1","3","0","","FALSE","TRUE"
"1474240","2","2","3","2","","TRUE","TRUE"
"1476807","1","1","2","1","","TRUE","TRUE"
"1478993","1","1","1","1","","FALSE","TRUE"
"1480220","1","1","3","2","","TRUE","TRUE"
"1482786","1","1","10","5","","TRUE","TRUE"
"1482794","2","2","3","2","","TRUE","TRUE"
"1482809","1","1","1","1","","FALSE","TRUE"
"1483709","1","1","13","9","","TRUE","TRUE"
"1484218","2","2","0","1","","FALSE","FALSE"
"1487143","1","1","13","6","","TRUE","TRUE"
"1490971","1","1","13","11","","FALSE","FALSE"
"1493240","2","2","1","1","","FALSE","TRUE"
"1496207","5","5","1","1","","TRUE","TRUE"
"1496332","2","2","22","21","","TRUE","TRUE"
"1496562","3","3","1","1","","FALSE","TRUE"
"1497382","5","5","1","1","","FALSE","TRUE"
"1497386","6","8","5","3","","TRUE","TRUE"
"1497479","1","1","3","3","","FALSE","FALSE"
"1497706","1","2","1","0","","FALSE","TRUE"
"1502942","1","1","1","1","","FALSE","FALSE"
"1506351","1","1","2","2","","TRUE","TRUE"
"1510846","2","5","3","2","","TRUE","TRUE"
"1512848","1","1","1","1","","FALSE","TRUE"
"1516141","2","2","4","4","","FALSE","FALSE"
"1526538","2","2","1","1","","FALSE","TRUE"
"1526740","2","2","2","2","","TRUE","TRUE"
"1528327","4","4","1","1","","FALSE","TRUE"
"1528878","3","3","0","0","","FALSE","TRUE"
"1530321","2","2","1","1","","FALSE","TRUE"
"1530444","1","1","0","1","","FALSE","TRUE"
"1531064","1","1","1","1","","FALSE","TRUE"
"1532659","1","1","2","2","","FALSE","FALSE"
"1534698","1","1","1","1","","TRUE","TRUE"
"1536877","2","2","2","2","","TRUE","TRUE"
"1539016","4","4","6","6","","TRUE","TRUE"
"1542538","2","2","1","1","","FALSE","TRUE"
"1542822","2","2","1","1","","FALSE","TRUE"
"1545577","1","1","0","1","","TRUE","TRUE"
"1549603","5","5","2","1","","TRUE","FALSE"
"1554421","8","8","5","6","","TRUE","TRUE"
"1555551","1","1","3","0","","TRUE","TRUE"
"1556760","1","1","2","0","","FALSE","TRUE"
"1565544","1","1","1","1","","FALSE","TRUE"
"1568558","2","2","2","2","","TRUE","TRUE"
"1569247","1","1","1","1","","FALSE","TRUE"
"1574646","2","2","3","2","","TRUE","TRUE"
"1581250","4","4","1","1","","FALSE","TRUE"
"1585475","1","2","4","5","","FALSE","FALSE"
"1587434","2","2","1","1","","FALSE","FALSE"
"1589085","1","1","2","2","","TRUE","TRUE"
"1591903","3","3","1","0","","TRUE","TRUE"
"1592145","4","4","1","1","","FALSE","TRUE"
"1592258","2","2","1","1","","FALSE","FALSE"
"1592677","3","3","1","1","","TRUE","TRUE"
"1594635","1","1","1","1","","TRUE","TRUE"
"1595598","1","1","2","1","","TRUE","TRUE"
"1603692","1","1","10","6","","TRUE","TRUE"
"1608059","2","3","1","1","","TRUE","TRUE"
"1616334","1","1","2","2","","TRUE","TRUE"
"1616376","1","1","2","2","","TRUE","TRUE"
"1620344","1","1","1","1","","FALSE","FALSE"
"1622407","2","2","1","2","","TRUE","TRUE"
"1623430","1","1","1","1","","FALSE","FALSE"
"1623484","1","1","2","2","","TRUE","TRUE"
"1629311","11","11","2","2","","TRUE","TRUE"
"1634242","1","3","15","14","","TRUE","TRUE"
"1637809","5","5","1","1","","FALSE","TRUE"
"1647889","2","2","1","1","","FALSE","FALSE"
"1660069","9","9","2","3","","TRUE","TRUE"
"1662794","1","1","4","4","","TRUE","TRUE"
"1671822","1","1","6","4","","FALSE","FALSE"
"1685821","1","1","0","0","","TRUE","TRUE"
"1693486","1","1","3","1","","TRUE","TRUE"
"1702325","2","2","1","2","","TRUE","TRUE"
"1703966","4","5","25","18","","TRUE","TRUE"
"1717943","1","1","12","9","","FALSE","TRUE"
"1729496","1","1","3","5","","TRUE","TRUE"
"1729502","1","1","3","0","","TRUE","TRUE"
"1734623","1","1","3","2","","FALSE","TRUE"
"1781287","1","1","5","2","","FALSE","TRUE"
"1785882","1","1","6","3","","TRUE","TRUE"
"1790086","1","1","2","1","","TRUE","TRUE"
"1802554","1","1","2","0","","FALSE","TRUE"
"1816151","2","2","14","12","","TRUE","TRUE"
"1821555","1","2","2","2","","FALSE","TRUE"
"1824771","1","1","4","6","","TRUE","TRUE"
"1829403","1","1","3","2","","TRUE","TRUE"
"1838490","2","2","10","6","","TRUE","TRUE"
"1839906","1","1","1","1","","TRUE","TRUE"
"1840915","2","2","1","0","","FALSE","TRUE"
"1843566","1","1","5","3","","TRUE","TRUE"
"1851226","2","2","3","2","","TRUE","TRUE"
"1852240","1","1","8","6","","TRUE","TRUE"
"1852759","1","1","5","2","","FALSE","TRUE"
"1853461","2","3","2","3","","TRUE","TRUE"
"1853615","1","1","1","0","","FALSE","TRUE"
"1854657","2","3","7","2","","FALSE","FALSE"
"1857952","1","1","0","0","","FALSE","FALSE"
"1859759","1","1","5","3","","FALSE","FALSE"
"1860782","1","1","0","0","","FALSE","TRUE"
"1869070","1","1","1","1","","FALSE","TRUE"
"1869876","2","2","2","1","","FALSE","FALSE"
"1875254","3","3","8","7","","TRUE","TRUE"
"1879830","1","1","0","0","","FALSE","FALSE"
"1880389","1","1","0","0","","FALSE","FALSE"
"1880522","1","1","6","5","","TRUE","TRUE"
"1880549","1","2","1","0","","FALSE","FALSE"
"1881740","1","7","0","0","","FALSE","TRUE"
"1882113","1","1","3","2","","TRUE","TRUE"
"1882821","1","1","18","11","","FALSE","FALSE"
"1883318","1","1","2","1","","TRUE","TRUE"
"1888703","1","5","12","7","","TRUE","TRUE"
"1893788","1","1","12","7","","TRUE","TRUE"
"1896932","3","3","2","3","","TRUE","TRUE"
"1897750","1","1","1","0","","FALSE","TRUE"
"1900050","1","2","4","1","","TRUE","TRUE"
"1905739","1","1","1","1","","FALSE","FALSE"
"1910778","4","4","0","1","","FALSE","FALSE"
"1910808","2","2","1","0","","FALSE","TRUE"
"1913856","1","1","1","0","","FALSE","TRUE"
"1916727","1","1","24","23","","TRUE","TRUE"
"1919489","4","4","2","0","","FALSE","TRUE"
"1919861","1","1","2","1","","FALSE","TRUE"
"1920843","1","1","1","1","","TRUE","TRUE"
"1922839","1","1","1","1","","FALSE","FALSE"
"1924046","1","1","5","3","","TRUE","TRUE"
"1924617","2","2","1","1","","FALSE","TRUE"
"1924877","1","1","5","3","","TRUE","TRUE"
"1929174","3","3","3","3","","TRUE","TRUE"
"1929278","1","2","1","0","","TRUE","TRUE"
"1931925","1","1","2","2","","FALSE","FALSE"
"1932409","2","2","61","14","","TRUE","TRUE"
"1933446","1","1","3","1","","FALSE","TRUE"
"1935945","2","2","3","3","","TRUE","TRUE"
"1938706","1","1","1","0","","FALSE","TRUE"
"1939246","1","1","2","1","","FALSE","TRUE"
"1939766","2","2","4","3","","FALSE","TRUE"
"1940164","1","1","1","1","","FALSE","TRUE"
"1940387","1","1","1","1","","TRUE","TRUE"
"1943911","3","3","1","1","","FALSE","TRUE"
"1944062","2","2","1","1","","TRUE","TRUE"
"1944096","2","2","0","0","","TRUE","TRUE"
"1945885","1","1","2","2","","TRUE","TRUE"
"1950098","2","2","8","9","","TRUE","TRUE"
"1951357","4","4","1","1","","FALSE","FALSE"
"1951888","2","4","8","5","","TRUE","TRUE"
"1959958","1","1","18","5","","TRUE","TRUE"
"1962549","1","1","2","2","","TRUE","TRUE"
"1963539","6","6","1","0","","FALSE","TRUE"
"1964958","1","1","1","1","","TRUE","FALSE"
"1965474","4","4","32","25","","TRUE","TRUE"
"1966362","1","1","0","0","","FALSE","TRUE"
"1978974","1","1","1","1","","FALSE","FALSE"
"1980681","3","3","2","1","","FALSE","TRUE"
"1981272","1","1","2","0","","TRUE","TRUE"
"1983249","1","1","1","0","","FALSE","FALSE"
"1990756","1","1","12","6","","TRUE","TRUE"
"1991492","7","8","0","0","","FALSE","FALSE"
"1991648","1","2","1","1","","FALSE","TRUE"
"2008527","1","2","1","2","","TRUE","TRUE"
"2016629","2","2","3","4","","TRUE","TRUE"
"2108054","1","1","6","4","","TRUE","TRUE"
"2144474","2","2","1","0","","FALSE","TRUE"
"2144845","1","1","2","2","","TRUE","TRUE"
"2145039","1","1","5","3","","TRUE","TRUE"
"2145084","2","2","4","1","","FALSE","TRUE"
"2145213","1","1","5","1","","FALSE","FALSE"
"2145273","1","1","4","3","","FALSE","FALSE"
"2145369","1","1","3","2","","TRUE","TRUE"
"2145373","2","2","2","1","","TRUE","TRUE"
"2145480","1","1","9","3","","TRUE","TRUE"
"2145501","1","1","2","0","","FALSE","FALSE"
"2145529","1","1","9","10","","TRUE","TRUE"
"2145823","1","1","1","1","","FALSE","FALSE"
"2145838","1","1","4","0","","FALSE","FALSE"
"2145887","1","1","1","0","","FALSE","FALSE"
"2145968","2","2","3","1","","FALSE","FALSE"
"2146077","1","1","16","15","","TRUE","TRUE"
"2146147","2","2","14","11","","TRUE","TRUE"
"2146205","2","2","3","3","","TRUE","TRUE"
"2146210","1","1","5","5","","TRUE","TRUE"
"2146275","2","2","2","3","","TRUE","TRUE"
"2146628","1","1","3","1","","TRUE","TRUE"
"2146640","1","1","3","2","","TRUE","TRUE"
"2146659","1","1","3","3","","FALSE","FALSE"
"2146799","1","1","4","3","","TRUE","TRUE"
"2146821","1","1","3","1","","TRUE","TRUE"
"2146875","1","1","0","2","","FALSE","FALSE"
"2147654","8","11","101","46","","FALSE","FALSE"
"2147832","2","2","5","1","","FALSE","TRUE"
"2147874","3","3","5","1","","TRUE","FALSE"
"2147915","1","1","3","1","","FALSE","TRUE"
"2148012","1","1","4","4","","FALSE","FALSE"
"2148134","2","2","3","2","","FALSE","TRUE"
"2148315","5","5","8","3","","TRUE","TRUE"
"2148470","1","1","0","1","","FALSE","TRUE"
"2148489","1","1","4","3","","FALSE","FALSE"
"2148511","1","2","2","1","","FALSE","FALSE"
"2148530","1","1","9","6","","TRUE","TRUE"
"2148738","1","1","1","0","","FALSE","FALSE"
"2148744","3","3","1","0","","FALSE","TRUE"
"2148823","1","1","6","1","","TRUE","FALSE"
"2149148","1","1","3","2","","TRUE","TRUE"
"2149712","1","1","10","4","","TRUE","TRUE"
"2150291","1","1","5","4","","TRUE","TRUE"
"2150384","4","4","3","2","","TRUE","TRUE"
"2150608","1","1","1","0","","TRUE","FALSE"
"2150643","1","1","11","7","","TRUE","TRUE"
"2150685","1","1","1","0","","FALSE","TRUE"
"2150758","2","2","3","0","","FALSE","TRUE"
"2152905","1","1","1","0","","FALSE","TRUE"
"2152920","2","2","3","0","","FALSE","TRUE"
"2152945","1","19","8","5","","TRUE","TRUE"
"2153144","1","2","3","1","","TRUE","TRUE"
"2153957","1","1","4","2","","FALSE","FALSE"
"2155163","1","1","1","0","","TRUE","FALSE"
"2165022","1","1","1","0","","TRUE","TRUE"
"2165392","1","1","39","30","","TRUE","TRUE"
"2166436","1","1","2","1","","FALSE","TRUE"
"2167768","5","6","0","0","","FALSE","FALSE"
"2167782","4","8","39","33","","TRUE","TRUE"
"2168672","1","1","1","0","","FALSE","FALSE"
"2168930","1","1","3","3","","TRUE","TRUE"
"2169181","2","2","0","0","","TRUE","TRUE"
"2169385","2","2","1","0","","TRUE","TRUE"
"2169903","2","2","15","1","","TRUE","TRUE"
"2169918","1","1","3","1","","TRUE","TRUE"
"2170263","1","1","1","0","","FALSE","TRUE"
"2171153","1","1","2","1","","FALSE","FALSE"
"2171162","2","2","2","1","","FALSE","TRUE"
"2171287","1","1","8","6","","FALSE","FALSE"
"2171547","1","1","1","0","","TRUE","TRUE"
"2172444","1","1","71","17","","FALSE","FALSE"
"2172490","2","2","13","11","","TRUE","FALSE"
"2173711","1","1","1","0","","FALSE","TRUE"
"2175241","2","2","1","1","","FALSE","TRUE"
"2180066","1","1","1","0","","FALSE","TRUE"
"2180369","2","2","2","0","","TRUE","FALSE"
"2181318","3","3","4","5","","FALSE","TRUE"
"2181718","1","1","2","0","","TRUE","TRUE"
"2187813","2","2","2","0","","FALSE","FALSE"
"2194573","1","1","2","0","","FALSE","TRUE"
"2194639","1","1","5","2","","FALSE","TRUE"
"2194704","2","3","20","15","","TRUE","TRUE"
"2194983","1","1","2","1","","FALSE","TRUE"
"2195494","1","1","2","2","","TRUE","TRUE"
"2195614","1","1","3","2","","TRUE","TRUE"
"2195618","1","1","9","4","","TRUE","TRUE"
"2195630","1","1","3","3","","TRUE","TRUE"
"2195874","2","2","4","3","","TRUE","TRUE"
"2195878","1","1","6","4","","TRUE","TRUE"
"2195927","2","2","8","8","","FALSE","TRUE"
"2196505","1","1","4","2","","FALSE","TRUE"
"2196903","1","1","13","11","","TRUE","TRUE"
"2197106","2","3","47","26","","FALSE","FALSE"
"2197334","1","1","5","3","","FALSE","FALSE"
"2197394","1","1","2","1","","FALSE","TRUE"
"2197420","2","2","3","2","","TRUE","TRUE"
"2197896","2","2","10","12","","TRUE","TRUE"
"2197898","1","1","5","4","","TRUE","TRUE"
"2197998","2","2","7","1","","TRUE","TRUE"
"2198134","1","1","4","3","","FALSE","TRUE"
"2198273","3","3","9","2","","TRUE","TRUE"
"2198538","1","1","5","3","","FALSE","FALSE"
"2198696","3","3","4","1","","TRUE","TRUE"
"2198716","1","1","2","1","","FALSE","TRUE"
"2199044","3","3","6","4","","FALSE","FALSE"
"2199076","1","1","2","1","","TRUE","TRUE"
"2199391","1","1","2","1","","FALSE","TRUE"
"2199474","1","1","11","5","","TRUE","TRUE"
"2199652","2","3","2","1","","FALSE","TRUE"
"2200002","2","2","2","2","","FALSE","FALSE"
"2200007","1","1","9","8","","FALSE","FALSE"
"2200133","1","1","3","2","","TRUE","TRUE"
"2200185","1","1","2","1","","TRUE","TRUE"
"2200268","1","1","2","0","","TRUE","TRUE"
"2200508","1","1","12","6","","FALSE","TRUE"
"2200647","1","1","3","2","","FALSE","FALSE"
"2200712","1","1","2","1","","FALSE","TRUE"
"2201593","1","1","16","11","","FALSE","TRUE"
"2201642","1","1","4","1","","FALSE","TRUE"
"2201657","1","1","4","3","","FALSE","TRUE"
"2201705","1","1","9","2","","FALSE","TRUE"
"2201845","1","1","20","13","","TRUE","TRUE"
"2201917","1","1","1","1","","FALSE","FALSE"
"2202651","1","1","3","2","","TRUE","TRUE"
"2202783","1","1","5","2","","FALSE","FALSE"
"2202863","1","1","6","2","","TRUE","TRUE"
"2202948","1","1","2","4","","FALSE","FALSE"
"2203174","1","1","1","1","","TRUE","TRUE"
"2203778","1","1","7","5","","FALSE","TRUE"
"2204109","1","1","1","1","","TRUE","TRUE"
"2204209","1","1","4","4","","TRUE","TRUE"
"2204255","3","3","14","3","","TRUE","TRUE"
"2204462","3","3","26","11","","TRUE","TRUE"
"2204899","1","1","3","2","","TRUE","TRUE"
"2367007","79","96","567","472","1105","TRUE","TRUE"
"2272357","9","12","15","12","32","TRUE","TRUE"
"2502188","3","3","1","0","22","FALSE","FALSE"
"2418491","10","20","32","21","15","TRUE","TRUE"
"2239921","5","84","3","3","12","TRUE","TRUE"
"2347344","5","5","9","0","12","TRUE","TRUE"
"2288051","2","2","2","0","10","FALSE","FALSE"
"2230056","6","14","44","36","8","TRUE","TRUE"
"2348235","2","2","4","0","7","TRUE","FALSE"
"2347380","1","1","1","0","5","FALSE","FALSE"
"2347783","2","2","3","0","5","FALSE","FALSE"
"2347999","4","4","7","2","5","TRUE","TRUE"
"2348130","2","2","3","0","5","FALSE","TRUE"
"2348905","3","3","5","0","5","FALSE","FALSE"
"2207903","3","3","5","3","4","TRUE","TRUE"
"2348044","2","2","0","0","4","FALSE","FALSE"
"2354907","1","1","0","0","4","FALSE","TRUE"
"2208767","4","4","15","14","3","TRUE","TRUE"
"2347570","2","2","3","0","3","FALSE","TRUE"
"2347630","4","4","5","2","3","TRUE","TRUE"
"2348077","2","2","3","0","3","FALSE","TRUE"
"2420692","5","11","54","41","3","TRUE","TRUE"
"2323806","7","7","2","2","3","FALSE","TRUE"
"2225973","3","3","6","3","3","TRUE","TRUE"
"2230603","2","2","5","0","2","TRUE","TRUE"
"2231928","4","10","3","1","2","FALSE","TRUE"
"2212874","5","7","32","15","2","FALSE","FALSE"
"2347355","1","1","1","0","2","FALSE","FALSE"
"2347517","2","2","4","0","2","FALSE","TRUE"
"2478667","4","6","0","0","2","FALSE","TRUE"
"2347883","3","3","3","0","2","FALSE","FALSE"
"2347893","2","2","3","0","2","FALSE","FALSE"
"2347860","2","2","1","0","2","FALSE","FALSE"
"2347946","1","1","3","0","2","FALSE","TRUE"
"2348043","2","2","3","0","2","FALSE","FALSE"
"2348395","2","2","5","0","2","FALSE","TRUE"
"2348432","2","2","4","1","2","FALSE","TRUE"
"2447035","1","1","1","0","2","FALSE","TRUE"
"2349857","2","2","2","0","2","FALSE","FALSE"
"2419845","3","4","5","4","2","TRUE","TRUE"
"2228898","2","2","7","2","1","FALSE","FALSE"
"2228912","2","2","1","1","1","TRUE","TRUE"
"2425587","1","1","1","0","1","FALSE","TRUE"
"2229118","2","2","10","4","1","TRUE","TRUE"
"2229245","3","5","5","5","1","FALSE","TRUE"
"2365293","2","2","1","0","1","FALSE","TRUE"
"2235115","3","3","11","5","1","TRUE","TRUE"
"2268414","3","3","1","0","1","TRUE","TRUE"
"2434175","3","3","0","0","1","FALSE","TRUE"
"2435359","1","1","4","1","1","TRUE","TRUE"
"2207142","2","3","20","6","1","TRUE","TRUE"
"2404399","3","3","8","3","1","TRUE","TRUE"
"2208413","3","7","17","13","1","TRUE","TRUE"
"2276038","2","2","3","0","1","FALSE","TRUE"
"2506259","1","1","1","0","1","FALSE","TRUE"
"2215500","3","3","11","5","1","FALSE","FALSE"
"2347516","1","1","2","0","1","FALSE","FALSE"
"2347772","2","2","4","1","1","FALSE","TRUE"
"2347838","2","2","4","0","1","FALSE","FALSE"
"2347875","2","2","4","0","1","FALSE","FALSE"
"2347858","2","2","3","0","1","FALSE","FALSE"
"2347868","2","2","3","0","1","FALSE","FALSE"
"2347926","2","2","3","0","1","FALSE","FALSE"
"2347970","2","2","3","0","1","FALSE","TRUE"
"2348123","2","2","5","2","1","FALSE","FALSE"
"2348184","4","4","3","0","1","TRUE","TRUE"
"2348258","2","2","1","0","1","TRUE","TRUE"
"2348350","3","3","2","0","1","TRUE","TRUE"
"2348412","2","2","3","0","1","TRUE","TRUE"
"2348479","2","2","1","0","1","FALSE","TRUE"
"2348613","2","2","4","0","1","FALSE","FALSE"
"2348714","2","2","4","0","1","FALSE","FALSE"
"2348910","3","3","3","0","1","FALSE","TRUE"
"2348952","2","2","7","3","1","TRUE","TRUE"
"2217988","0","0","10","1","1","TRUE","TRUE"
"2349077","2","2","1","0","1","FALSE","TRUE"
"2349237","2","2","3","4","1","TRUE","TRUE"
"2349284","1","1","3","0","1","FALSE","TRUE"
"2349752","2","2","33","5","1","TRUE","TRUE"
"2350112","2","2","5","0","1","FALSE","FALSE"
"2350567","3","3","2","0","1","FALSE","TRUE"
"2286884","2","6","4","3","1","TRUE","TRUE"
"2223527","2","2","13","1","1","TRUE","TRUE"
"2223848","2","3","3","2","1","TRUE","TRUE"
"2224582","2","3","6","5","1","FALSE","TRUE"
"2224784","4","4","5","1","1","FALSE","FALSE"
"2226403","2","2","3","1","1","FALSE","TRUE"
"2226384","2","3","3","2","1","FALSE","FALSE"
"2226680","8","8","6","2","1","TRUE","TRUE"
"2226628","5","6","13","8","1","TRUE","TRUE"
"2226751","2","2","4","2","1","TRUE","TRUE"
"2226761","2","2","3","2","1","TRUE","TRUE"
"2227276","2","2","3","3","1","FALSE","FALSE"
"2227798","2","2","4","1","1","TRUE","TRUE"
"2205233","1","1","4","4","","FALSE","FALSE"
"2205280","1","1","2","1","","FALSE","TRUE"
"2205302","1","1","2","2","","TRUE","TRUE"
"2205481","1","1","1","2","","FALSE","TRUE"
"2205811","1","1","2","1","","FALSE","FALSE"
"2206160","1","1","3","0","","TRUE","TRUE"
"2206196","2","2","32","7","","FALSE","FALSE"
"2206686","3","3","29","22","","FALSE","TRUE"
"2207307","1","1","4","2","","TRUE","TRUE"
"2207839","1","1","4","2","","TRUE","TRUE"
"2208192","1","1","5","2","","TRUE","FALSE"
"2208801","3","3","6","4","","TRUE","TRUE"
"2208965","2","2","2","1","","FALSE","FALSE"
"2208975","2","2","3","1","","TRUE","TRUE"
"2209509","2","2","2","1","","TRUE","TRUE"
"2209659","1","1","2","1","","FALSE","TRUE"
"2210364","1","1","8","3","","TRUE","TRUE"
"2210789","2","2","3","2","","TRUE","TRUE"
"2211266","2","2","9","2","","TRUE","TRUE"
"2212499","1","1","1","1","","TRUE","TRUE"
"2213204","1","1","5","3","","FALSE","TRUE"
"2213332","1","1","8","6","","TRUE","TRUE"
"2213552","1","1","3","1","","TRUE","TRUE"
"2213623","1","1","8","3","","FALSE","FALSE"
"2213908","1","1","8","5","","TRUE","FALSE"
"2214053","1","1","3","2","","TRUE","TRUE"
"2214944","2","7","21","22","","TRUE","TRUE"
"2215310","1","1","3","2","","TRUE","TRUE"
"2216116","1","1","3","2","","FALSE","FALSE"
"2216963","1","1","2","1","","FALSE","FALSE"
"2217137","3","3","2","1","","FALSE","FALSE"
"2217749","1","1","5","3","","FALSE","TRUE"
"2217897","4","4","3","2","","FALSE","FALSE"
"2218003","1","1","1","1","","FALSE","TRUE"
"2218249","1","1","7","4","","FALSE","FALSE"
"2218362","1","1","6","3","","TRUE","TRUE"
"2219023","1","1","4","3","","TRUE","TRUE"
"2219854","1","1","4","2","","FALSE","TRUE"
"2219932","3","3","2","1","","FALSE","TRUE"
"2220554","1","1","19","5","","TRUE","TRUE"
"2221382","1","1","2","2","","FALSE","TRUE"
"2221818","1","1","7","4","","TRUE","TRUE"
"2222634","1","1","5","2","","TRUE","TRUE"
"2222695","1","1","2","3","","FALSE","TRUE"
"2222700","1","1","4","4","","TRUE","TRUE"
"2222914","1","1","6","4","","FALSE","TRUE"
"2223253","1","1","2","1","","FALSE","TRUE"
"2223879","1","1","4","2","","TRUE","TRUE"
"2224763","3","3","5","4","","TRUE","TRUE"
"2225379","1","1","2","1","","TRUE","TRUE"
"2225493","1","1","16","4","","FALSE","FALSE"
"2225535","1","1","4","1","","TRUE","TRUE"
"2225608","2","2","2","1","","TRUE","TRUE"
"2225653","1","1","2","2","","FALSE","FALSE"
"2225654","1","1","5","0","","FALSE","TRUE"
"2225667","1","1","1","1","","TRUE","TRUE"
"2225686","1","1","4","1","","FALSE","FALSE"
"2225691","1","1","9","6","","TRUE","TRUE"
"2225711","1","1","3","2","","FALSE","FALSE"
"2225718","1","1","6","4","","TRUE","TRUE"
"2225740","1","1","11","5","","FALSE","FALSE"
"2225741","2","2","3","2","","TRUE","TRUE"
"2225755","1","1","2","1","","FALSE","TRUE"
"2225760","1","1","2","1","","FALSE","TRUE"
"2225780","1","1","11","3","","TRUE","TRUE"
"2225782","2","2","2","1","","FALSE","TRUE"
"2225790","1","1","2","1","","FALSE","TRUE"
"2225817","1","1","7","3","","TRUE","TRUE"
"2225829","1","1","7","1","","TRUE","FALSE"
"2225841","1","1","2","1","","FALSE","FALSE"
"2225885","1","1","12","7","","FALSE","TRUE"
"2225897","2","2","0","2","","TRUE","TRUE"
"2225941","1","1","11","6","","TRUE","TRUE"
"2225944","1","1","1","1","","FALSE","TRUE"
"2225964","1","1","3","2","","TRUE","TRUE"
"2225981","1","1","3","2","","TRUE","TRUE"
"2226002","2","2","2","2","","FALSE","TRUE"
"2226015","14","14","25","1","","FALSE","FALSE"
"2226017","1","1","5","4","","FALSE","FALSE"
"2226038","1","1","31","24","","TRUE","TRUE"
"2226049","1","1","2","1","","FALSE","TRUE"
"2226113","1","1","6","4","","TRUE","TRUE"
"2226121","2","2","4","1","","FALSE","TRUE"
"2226134","1","1","3","2","","FALSE","TRUE"
"2226137","1","1","9","2","","FALSE","TRUE"
"2226148","1","1","7","2","","FALSE","FALSE"
"2226151","1","1","2","1","","FALSE","FALSE"
"2226153","1","1","6","4","","FALSE","TRUE"
"2226186","3","3","9","4","","TRUE","TRUE"
"2226189","1","1","6","4","","TRUE","TRUE"
"2226191","2","3","2","1","","TRUE","TRUE"
"2226209","1","1","6","3","","TRUE","TRUE"
"2226216","2","2","2","1","","FALSE","TRUE"
"2226223","1","1","2","1","","FALSE","TRUE"
"2226271","1","1","0","0","","FALSE","FALSE"
"2226300","2","2","2","1","","TRUE","TRUE"
"2226304","2","2","0","0","","FALSE","TRUE"
"2226314","2","2","2","1","","TRUE","TRUE"
"2226315","1","1","2","1","","FALSE","FALSE"
"2226330","1","1","5","7","","FALSE","TRUE"
"2226335","3","3","2","2","","FALSE","FALSE"
"2226336","2","2","3","1","","FALSE","TRUE"
"2226342","5","5","4","2","","FALSE","FALSE"
"2226356","2","2","1","1","","FALSE","FALSE"
"2226364","1","1","27","18","","TRUE","TRUE"
"2226369","1","1","2","1","","FALSE","TRUE"
"2226370","1","1","7","4","","TRUE","FALSE"
"2226380","1","1","0","0","","FALSE","TRUE"
"2226404","1","2","3","2","","TRUE","TRUE"
"2226410","1","1","2","2","","FALSE","FALSE"
"2226422","1","1","17","6","","TRUE","TRUE"
"2226423","1","1","14","7","","FALSE","FALSE"
"2226432","1","1","2","1","","FALSE","FALSE"
"2226439","2","2","1","0","","FALSE","TRUE"
"2226462","2","2","2","1","","TRUE","TRUE"
"2226488","1","1","2","1","","FALSE","TRUE"
"2226489","2","5","10","5","","TRUE","TRUE"
"2226494","1","1","3","1","","FALSE","FALSE"
"2226504","2","2","2","1","","FALSE","TRUE"
"2226516","1","1","3","1","","TRUE","TRUE"
"2226567","2","3","7","4","","FALSE","FALSE"
"2226583","1","1","3","2","","FALSE","TRUE"
"2226585","2","2","23","18","","FALSE","FALSE"
"2226586","1","1","1","1","","FALSE","FALSE"
"2226605","1","1","2","1","","FALSE","FALSE"
"2226612","1","1","4","3","","TRUE","TRUE"
"2226636","1","1","3","2","","TRUE","TRUE"
"2226644","2","2","3","2","","FALSE","TRUE"
"2226646","1","1","2","1","","FALSE","FALSE"
"2226653","1","1","5","2","","FALSE","FALSE"
"2226665","1","1","2","2","","TRUE","TRUE"
"2226695","3","3","5","1","","FALSE","TRUE"
"2226716","1","1","1","2","","FALSE","FALSE"
"2226723","1","2","1","1","","FALSE","TRUE"
"2226726","4","4","1","1","","TRUE","TRUE"
"2226732","2","2","1","1","","FALSE","FALSE"
"2226739","3","3","3","0","","FALSE","TRUE"
"2226750","1","1","2","0","","FALSE","FALSE"
"2226772","2","2","0","0","","FALSE","TRUE"
"2226781","1","2","5","3","","FALSE","FALSE"
"2226783","1","1","18","11","","TRUE","TRUE"
"2226789","1","2","5","4","","FALSE","FALSE"
"2226793","1","1","2","1","","FALSE","TRUE"
"2226797","1","1","3","1","","FALSE","TRUE"
"2226828","1","1","5","3","","FALSE","FALSE"
"2226852","2","2","2","0","","TRUE","TRUE"
"2226906","1","1","2","1","","TRUE","TRUE"
"2226938","1","1","6","2","","TRUE","TRUE"
"2226951","1","1","3","2","","TRUE","TRUE"
"2226954","1","1","3","3","","FALSE","TRUE"
"2226985","1","1","3","1","","FALSE","FALSE"
"2227017","1","1","13","8","","FALSE","FALSE"
"2227034","1","1","3","2","","TRUE","TRUE"
"2227062","1","1","3","2","","TRUE","TRUE"
"2227161","1","1","2","1","","TRUE","TRUE"
"2227203","1","1","4","3","","FALSE","FALSE"
