id,committer,comunity,star,watcher,pull_request
2509035,1,1,1,0,0
2509037,2,2,1,0,0
2509040,1,1,1,0,0
2509042,1,1,1,0,0
2509058,2,2,2,0,0
2509065,3,3,0,0,0
2509066,2,2,0,0,0
2509068,2,2,0,0,0
2509070,1,1,1,0,0
2509076,1,1,1,0,0
2509083,1,1,1,0,0
2509085,1,1,1,0,0
2509086,1,1,1,0,0
2509089,1,1,1,1,0
2509090,2,2,0,0,0
2509098,1,1,0,0,0
2509100,1,1,1,0,0
2509108,1,1,3,0,0
2509700,1,1,4,1,7
2510995,3,3,3,3,5
2509332,3,4,2,1,4
2510476,1,1,0,0,2
2510600,2,2,4,0,2
2509172,2,2,10,6,1
2509501,1,1,2,0,1
2509945,3,3,4,2,1
2510997,2,2,3,1,1
2510994,6,6,1,1,1
2509110,2,2,1,0,0
2509115,1,1,2,0,0
2509118,3,3,2,0,0
2509121,1,1,1,0,0
2509130,1,1,1,0,0
2509138,1,1,1,0,0
2509140,1,1,5,3,0
2509144,1,1,1,1,0
2509147,2,2,1,0,0
2509150,1,1,1,0,0
2509151,1,1,1,0,0
2509156,2,2,3,0,0
2509158,1,1,1,0,0
2509159,2,2,1,1,0
2509170,1,1,1,0,0
2509180,3,3,2,0,0
2509185,4,4,0,0,0
2509186,1,1,2,1,0
2509189,1,1,0,0,0
2509191,1,1,1,0,0
2509195,1,1,3,1,0
2509196,1,1,1,0,0
2509198,1,1,0,0,0
2509199,1,1,0,0,0
2509202,1,1,1,0,0
2509212,1,1,6,5,0
2509218,2,2,2,1,0
2509220,1,1,2,0,0
2509221,1,1,1,0,0
2509232,1,1,1,0,0
2509234,1,1,1,0,0
2509236,4,4,1,0,0
2509242,2,2,1,0,0
2509275,2,2,1,0,0
2509278,1,1,1,0,0
2509283,1,1,1,0,0
2509286,1,1,1,0,0
2509290,2,2,2,1,0
2509294,2,2,1,1,0
2509299,1,1,1,0,0
2509305,1,1,1,0,0
2509310,1,1,1,0,0
2509312,1,1,1,0,0
2509316,1,1,3,2,0
2509318,1,1,1,0,0
2509320,1,1,1,0,0
2509322,1,1,1,0,0
2509334,1,1,1,0,0
2509341,1,1,1,0,0
2509342,1,1,1,1,0
2509343,1,1,1,0,0
2509344,1,1,1,0,0
2509345,1,1,1,0,0
2509351,1,1,1,0,0
2509353,1,1,1,0,0
2509355,2,2,2,0,0
2509362,1,1,1,0,0
2509364,1,1,1,0,0
2509371,1,1,2,2,0
2509374,1,1,1,0,0
2509375,1,1,1,0,0
2509378,1,1,1,0,0
2509381,1,1,1,0,0
2509384,1,1,1,0,0
2509386,1,1,2,0,0
2509387,1,1,4,1,0
2509388,1,1,2,0,0
2509389,6,6,3,1,0
2509390,2,2,1,0,0
2509391,1,1,1,0,0
2509395,2,2,2,0,0
2509397,1,1,0,0,0
2509399,1,1,1,0,0
2509400,1,1,1,0,0
2509410,1,1,1,0,0
2509414,1,1,1,0,0
2509418,1,1,1,0,0
2509420,1,1,2,1,0
2509424,2,2,2,1,0
2509426,1,1,1,0,0
2509427,1,1,0,0,0
2509431,1,1,0,0,0
2509434,1,1,0,0,0
2509436,1,1,1,0,0
2509437,2,2,3,1,0
2509444,1,1,7,1,0
2509455,1,1,5,3,0
2509458,1,1,1,0,0
2509460,1,1,1,0,0
2509462,1,1,1,0,0
2509474,4,4,3,1,0
2509477,1,1,3,0,0
2509478,2,2,2,0,0
2509486,1,1,1,1,0
2509491,1,1,2,0,0
2509497,1,1,2,1,0
2509502,1,1,1,0,0
2509503,1,1,1,0,0
2509504,1,1,4,1,0
2509509,1,1,1,0,0
2509518,1,1,1,0,0
2509530,3,3,2,0,0
2509532,1,1,1,0,0
2509539,1,1,2,0,0
2509542,1,1,1,0,0
2509545,1,1,1,0,0
2509549,1,1,2,0,0
2509552,1,1,1,0,0
2509558,1,1,1,0,0
2509564,1,1,2,1,0
2509570,1,1,1,0,0
2509572,2,2,0,0,0
2509573,1,1,1,0,0
2509579,1,1,1,0,0
2509591,1,1,2,1,0
2509596,1,1,1,0,0
2509597,1,1,1,0,0
2509600,1,1,4,2,0
2509603,2,2,1,0,0
2509605,1,1,0,0,0
2509607,2,2,0,0,0
2509608,2,2,1,0,0
2509609,1,1,1,1,0
2509617,1,1,1,0,0
2509619,1,1,1,0,0
2509626,1,1,1,0,0
2509632,1,1,1,0,0
2509642,1,1,1,0,0
2509653,2,2,1,0,0
2509659,1,1,1,0,0
2509662,1,1,0,0,0
2509670,1,1,1,0,0
2509674,2,2,1,0,0
2509677,1,1,1,0,0
2509692,1,1,1,0,0
2509697,1,1,1,0,0
2509705,1,1,1,0,0
2509713,1,1,1,0,0
2509718,1,1,1,0,0
2509727,1,1,2,0,0
2509734,1,1,1,0,0
2509743,1,1,1,0,0
2509746,1,1,0,0,0
2509754,1,1,1,0,0
2509755,1,1,1,0,0
2509761,4,5,0,1,0
2509763,1,1,1,0,0
2509764,1,1,1,0,0
2509767,1,1,1,0,0
2509768,1,1,1,0,0
2509769,1,1,1,0,0
2509770,1,1,1,0,0
2509774,1,1,1,0,0
2509782,1,1,1,0,0
2509785,1,1,1,0,0
2509786,1,1,1,0,0
2509787,1,1,1,0,0
2509789,2,2,1,0,0
2509801,1,1,1,0,0
2509812,1,1,1,0,0
2509825,1,1,2,1,0
2509832,1,1,3,0,0
2509833,1,1,2,0,0
2509839,1,1,1,0,0
2509843,1,1,1,0,0
2509845,1,1,1,0,0
2509853,1,1,1,0,0
2509855,1,1,1,0,0
2509859,1,1,1,0,0
2509868,1,1,4,2,0
2509869,1,1,1,1,0
2509878,1,1,1,0,0
2509881,1,1,2,1,0
2509885,2,2,1,0,0
2509887,1,1,3,1,0
2509888,2,2,1,0,0
2509890,1,1,1,0,0
2509891,1,1,1,0,0
2509896,1,1,3,1,0
2509898,1,1,1,0,0
2509900,1,1,1,0,0
2509903,1,1,1,0,0
2509909,1,1,1,0,0
2509910,1,1,2,1,0
2509914,1,2,0,0,0
2509915,1,1,1,0,0
2509917,1,1,1,0,0
2509921,1,1,1,0,0
2509927,1,1,2,0,0
2509929,2,2,0,0,0
2509933,3,3,1,0,0
2509934,1,1,0,0,0
2509937,2,2,0,0,0
2509940,1,1,1,0,0
2509942,2,2,1,0,0
2509959,1,1,2,0,0
2509960,1,1,1,0,0
2509963,4,4,1,0,0
2509970,1,1,1,0,0
2509979,2,2,1,0,0
2509982,1,1,1,0,0
2509983,2,2,2,1,0
2509984,1,1,1,0,0
2509985,1,1,1,0,0
2509999,1,1,1,0,0
2510000,1,1,1,0,0
2510001,1,1,1,0,0
2510006,1,1,1,0,0
2510010,1,1,1,0,0
2510011,1,1,3,1,0
2510013,2,2,1,0,0
2510023,3,3,2,0,0
2510024,1,1,2,1,0
2510025,1,1,1,0,0
2510035,1,1,1,0,0
2510037,1,1,1,0,0
2510038,1,1,1,0,0
2510039,1,1,1,0,0
2510040,1,1,1,0,0
2510042,1,1,1,0,0
2510046,1,1,0,0,0
2510049,3,5,6,2,0
2510053,1,1,2,1,0
2510061,2,2,1,0,0
2510063,1,2,5,3,0
2510072,2,2,1,0,0
2510084,4,4,1,0,0
2510085,3,3,2,0,0
2510087,2,2,1,0,0
2510089,1,1,1,0,0
2510092,1,1,1,0,0
2510093,1,1,1,0,0
2510097,1,1,1,0,0
2510113,1,1,1,0,0
2510116,1,1,1,0,0
2510117,3,3,1,0,0
2510120,1,1,2,0,0
2510121,1,1,2,1,0
2510124,1,1,1,0,0
2510130,1,1,1,0,0
2510132,1,1,1,0,0
2510139,3,3,1,0,0
2510142,1,1,1,0,0
2510145,2,2,2,0,0
2510150,1,1,1,0,0
2510158,1,1,3,1,0
2510162,2,2,4,3,0
2510164,1,1,1,0,0
2510172,2,2,1,0,0
2510173,1,1,2,1,0
2510174,1,1,1,0,0
2510177,1,1,1,0,0
2510185,1,1,1,0,0
2510200,2,2,1,0,0
2510202,1,1,2,0,0
2510207,2,2,1,0,0
2510208,2,2,1,0,0
2510214,1,1,1,0,0
2510217,1,1,4,0,0
2510220,2,2,1,0,0
2510221,1,1,1,0,0
2510224,1,1,2,0,0
2510230,1,1,0,0,0
2510232,1,1,2,1,0
2510234,1,1,5,1,0
2510241,1,1,0,0,0
2510252,3,3,0,0,0
2510257,1,1,1,0,0
2510258,1,1,0,0,0
2510259,2,2,1,0,0
2510263,1,1,0,0,0
2510267,1,1,2,0,0
2510270,3,4,0,0,0
2510276,1,1,1,0,0
2510277,3,3,1,0,0
2510281,1,2,1,0,0
2510285,1,1,1,0,0
2510287,1,1,1,0,0
2510292,2,2,0,0,0
2510293,1,1,0,0,0
2510304,1,1,1,0,0
2510309,1,1,1,0,0
2510311,1,1,1,0,0
2510319,1,1,2,0,0
2510320,2,2,2,0,0
2510321,1,1,1,0,0
2510326,3,3,1,0,0
2510337,1,1,1,0,0
2510342,1,1,7,1,0
2510343,1,1,2,0,0
2510346,1,1,1,0,0
2510348,1,1,1,0,0
2510349,1,1,1,0,0
2510354,2,2,1,0,0
2510356,1,1,2,1,0
2510359,5,5,3,0,0
2510366,1,1,2,0,0
2510367,2,2,7,4,0
2510382,1,1,2,0,0
2510388,4,4,0,0,0
2510399,1,1,0,0,0
2510401,1,1,1,0,0
2510415,1,1,1,0,0
2510420,1,1,1,0,0
2510431,1,1,1,0,0
2510432,1,1,0,0,0
2510443,1,1,0,0,0
2510448,1,1,1,0,0
2510454,1,1,1,0,0
2510456,1,1,0,0,0
2510464,2,2,1,0,0
2510466,1,1,4,0,0
2510467,1,1,0,0,0
2510475,1,1,2,0,0
2510480,1,1,1,0,0
2510482,1,1,1,0,0
2510485,1,1,1,0,0
2510492,1,1,8,7,0
2510495,2,2,1,0,0
2510503,1,1,1,0,0
2510506,1,1,0,0,0
2510511,1,1,1,0,0
2510514,1,1,1,0,0
2510515,3,3,1,0,0
2510516,3,3,1,0,0
2510518,5,5,1,0,0
2510519,1,1,1,0,0
2510520,2,2,1,0,0
2510521,1,1,1,0,0
2510528,2,2,1,0,0
2510529,1,1,1,0,0
2510530,1,1,1,0,0
2510532,1,1,0,0,0
2510537,1,1,1,0,0
2510538,1,1,1,0,0
2510539,1,1,1,0,0
2510543,1,1,1,0,0
2510549,1,1,2,1,0
2510553,3,3,1,0,0
2510555,1,1,1,0,0
2510558,1,1,1,0,0
2510559,1,1,1,0,0
2510560,1,1,1,0,0
2510562,1,1,0,0,0
2510563,1,1,2,1,0
2510564,1,1,1,0,0
2510567,1,1,1,0,0
2510571,1,1,1,0,0
2510573,1,1,5,0,0
2510574,1,1,1,0,0
2510575,1,1,1,0,0
2510576,1,1,2,0,0
2510585,1,1,1,0,0
2510586,1,1,1,0,0
2510587,1,1,1,0,0
2510590,1,1,0,0,0
2510591,1,1,1,0,0
2510595,2,2,2,1,0
2510598,1,1,1,0,0
2510599,1,1,1,1,0
2510602,1,1,1,0,0
2510603,1,1,1,0,0
2510610,1,1,1,0,0
2510613,1,1,1,0,0
2510615,1,1,1,0,0
2510619,1,1,1,0,0
2510622,3,3,1,0,0
2510625,1,1,1,0,0
2510628,1,1,1,0,0
2510629,1,1,2,1,0
2510634,2,2,1,0,0
2510636,1,1,1,0,0
2510643,2,2,1,0,0
2510649,3,3,2,0,0
2510654,1,1,1,0,0
2510657,1,1,0,0,0
2510663,2,2,1,0,0
2510666,2,2,2,0,0
2510667,2,2,1,0,0
2510668,1,1,1,0,0
2510673,1,1,2,1,0
2510679,1,1,1,1,0
2510682,1,1,1,0,0
2510692,3,3,1,0,0
2510700,1,1,6,3,0
2510701,1,1,1,0,0
2510702,1,1,1,0,0
2510705,1,1,2,0,0
2510706,1,1,4,1,0
2510707,1,1,0,0,0
2510709,1,1,1,0,0
2510717,1,1,1,0,0
2510720,1,1,1,0,0
2510724,1,1,1,0,0
2510732,1,1,1,0,0
2510733,1,1,0,0,0
2510735,1,1,1,0,0
2510744,1,1,1,0,0
2510755,1,1,1,0,0
2510760,1,1,1,0,0
2510762,1,1,0,0,0
2510765,1,1,1,0,0
2510770,2,2,5,5,0
2510772,1,1,1,0,0
2510778,1,1,0,0,0
2510783,2,2,1,0,0
2510784,1,1,1,0,0
2510785,1,1,1,0,0
2510788,3,3,1,0,0
2510789,1,1,1,0,0
2510791,1,1,1,0,0
2510792,1,1,1,0,0
2510794,4,4,3,2,0
2510795,1,1,1,0,0
2510798,1,1,1,0,0
2510800,2,2,2,1,0
2510811,2,2,2,0,0
2510813,1,1,1,0,0
2510816,1,1,1,0,0
2510824,1,1,1,0,0
2510841,3,3,2,1,0
2510844,1,1,1,0,0
2510852,1,1,1,0,0
2510858,1,1,2,0,0
2510863,1,1,1,0,0
2510869,1,1,0,0,0
2510870,1,1,1,0,0
2510871,1,1,1,0,0
2510872,2,2,0,0,0
2510873,2,4,2,0,0
2510874,1,1,1,0,0
2510878,1,1,1,0,0
2510884,1,1,1,0,0
2510885,4,4,2,0,0
2510887,1,1,1,0,0
2510890,1,1,1,0,0
2510897,1,1,3,1,0
2510903,1,1,1,0,0
2510910,1,2,1,0,0
2510912,1,1,1,0,0
2510913,1,1,3,1,0
2510917,1,1,1,0,0
2510920,1,3,17,13,0
2510921,1,1,1,0,0
2510924,1,1,1,0,0
2510926,1,1,1,0,0
2510927,1,1,1,0,0
2510928,3,3,2,0,0
2510932,4,4,6,2,0
2510934,1,1,1,0,0
2510936,1,1,1,0,0
2510941,1,1,1,0,0
2510944,1,1,1,0,0
2510950,2,2,1,0,0
2510953,1,1,1,0,0
2510958,1,1,1,0,0
2510977,1,1,3,1,0
2510980,1,1,1,0,0
2510981,1,1,1,0,0
2510982,1,1,0,0,0
2510989,1,1,4,1,0
2510991,2,2,1,0,0
2510996,2,2,1,0,0
2511005,1,1,1,0,0
2511006,1,1,1,0,0
2511007,1,1,1,0,0
2511008,1,1,4,0,0
2511010,1,1,1,0,0
2511012,1,1,1,0,0
2511016,1,1,1,0,0
2511017,1,1,1,0,0
2511019,1,1,1,0,0
2511020,1,1,1,0,0
2511023,1,1,1,0,0
2511036,2,2,1,0,0
2511043,1,1,2,0,0
2511044,3,3,2,0,0
2511046,1,1,1,0,0
2511049,1,1,1,0,0
2511051,1,1,1,0,0
2511052,1,1,0,0,0
2511054,1,1,2,0,0
2511056,3,3,4,0,0
2511057,1,1,1,0,0
2511058,1,1,2,1,0
2511061,1,1,2,1,0
2511062,1,1,1,0,0
2511064,1,2,4,2,0
2511067,1,1,1,0,0
2511068,1,1,2,0,0
2511069,2,2,1,0,0
2511070,1,1,1,0,0
2511075,1,1,0,0,0
2511078,2,2,1,0,0
2511092,1,1,0,0,0
2511099,1,1,1,0,0
2511100,1,1,1,0,0
2511106,3,3,3,0,0
2511109,1,1,1,0,0
2511111,1,1,1,0,0
2511112,1,1,1,0,0
2511114,1,1,2,0,0
2511115,1,1,1,0,0
2511124,2,2,0,0,0
2511128,1,1,1,0,0
2511130,1,1,1,0,0
2511132,1,1,3,0,0
2511133,1,1,0,0,0
2511134,1,1,1,0,0
2511136,1,1,1,0,0
2511139,1,1,1,0,0
2511140,1,1,1,1,0
2511333,10,65,233,190,54
2511237,4,4,0,0,2
2512578,2,4,2,0,2
2512594,7,9,58,41,2
2512705,2,2,0,1,2
2511220,2,3,5,2,1
2511314,4,4,7,4,1
2511659,2,2,1,0,1
2511865,3,3,5,0,1
2511956,3,3,2,1,1
2512166,3,3,2,1,1
2512865,2,2,2,0,1
2512891,2,2,15,8,1
2512930,3,3,7,7,1
2511145,1,1,0,0,0
2511150,1,1,1,0,0
2511154,1,1,2,0,0
2511161,4,4,1,0,0
2511166,1,1,1,0,0
2511175,1,1,2,0,0
2511177,1,1,1,0,0
2511179,1,1,4,4,0
2511191,1,1,1,0,0
2511193,2,2,1,0,0
2511194,1,1,2,1,0
2511197,1,1,1,0,0
2511198,3,3,2,0,0
2511199,3,3,2,0,0
2511200,2,2,2,1,0
2511205,1,1,2,1,0
2511206,1,1,1,0,0
2511212,1,1,1,0,0
2511219,1,1,1,0,0
2511222,1,1,1,0,0
2511232,1,2,0,0,0
2511245,1,1,1,0,0
2511247,1,1,1,0,0
2511260,2,2,1,0,0
2511267,1,1,0,0,0
2511271,1,1,1,0,0
2511274,1,1,1,0,0
2511277,1,1,1,0,0
2511283,1,1,3,3,0
2511285,1,2,1,1,0
2511288,1,1,1,0,0
2511289,1,1,1,0,0
2511290,2,2,1,0,0
2511291,1,1,2,0,0
2511294,1,1,1,0,0
2511297,2,2,1,0,0
2511298,1,1,1,0,0
2511299,1,1,1,0,0
2511301,1,1,1,0,0
2511302,2,2,1,0,0
2511306,1,1,1,0,0
2511307,1,1,1,0,0
2511308,1,1,3,0,0
2511310,1,1,5,0,0
2511311,1,1,0,0,0
2511313,3,3,1,0,0
2511315,1,1,1,0,0
2511316,1,1,0,0,0
2511319,1,1,1,0,0
2511320,1,1,1,0,0
2511324,1,1,3,2,0
2511326,1,1,3,0,0
2511329,1,1,1,0,0
2511337,1,1,2,1,0
2511350,1,1,1,0,0
2511351,1,1,3,1,0
2511352,1,1,1,0,0
2511362,2,2,1,1,0
2511370,1,1,1,0,0
2511371,1,1,1,0,0
2511374,2,2,2,1,0
2511380,1,1,1,0,0
2511381,1,1,1,0,0
2511384,1,1,2,0,0
2511385,2,2,2,0,0
2511388,1,1,2,0,0
2511390,1,1,4,3,0
2511392,1,1,1,0,0
2511394,2,2,1,0,0
2511402,1,1,1,0,0
2511404,1,1,1,0,0
2511409,1,1,1,0,0
2511417,2,2,1,0,0
2511421,1,1,1,0,0
2511425,1,1,1,0,0
2511429,1,1,1,0,0
2511433,1,1,0,1,0
2511435,1,1,1,0,0
2511440,1,1,2,0,0
2511441,1,1,1,0,0
2511442,3,3,6,3,0
2511449,1,1,0,0,0
2511453,1,1,1,0,0
2511454,1,1,3,0,0
2511460,2,2,1,0,0
2511462,1,1,2,0,0
2511468,1,1,1,0,0
2511470,2,2,1,0,0
2511474,1,1,1,0,0
2511475,1,1,1,0,0
2511477,1,1,1,0,0
2511479,1,1,1,0,0
2511481,1,1,2,0,0
2511488,2,2,1,0,0
2511489,1,1,1,1,0
2511491,1,1,1,0,0
2511499,1,1,1,0,0
2511502,2,2,2,0,0
2511504,1,1,1,0,0
2511507,1,1,4,2,0
2511508,1,1,1,0,0
2511511,1,1,1,0,0
2511512,3,3,1,0,0
2511513,1,1,3,0,0
2511514,2,2,2,1,0
2511517,3,3,2,1,0
2511523,1,1,65,0,0
2511524,1,1,1,0,0
2511525,1,1,1,0,0
2511526,2,2,1,0,0
2511528,1,1,1,0,0
2511529,1,1,1,0,0
2511530,1,1,1,0,0
2511531,1,1,1,0,0
2511534,2,2,0,0,0
2511535,1,1,3,3,0
2511541,1,1,3,0,0
2511547,1,1,1,0,0
2511550,1,1,2,0,0
2511554,1,1,1,0,0
2511558,1,1,2,0,0
2511560,1,1,1,0,0
2511567,2,2,0,0,0
2511568,1,1,1,0,0
2511569,1,1,1,0,0
2511572,1,1,1,0,0
2511573,1,1,1,0,0
2511574,2,2,1,0,0
2511587,1,1,1,0,0
2511593,2,2,1,0,0
2511598,1,1,0,0,0
2511602,2,2,1,0,0
2511604,1,1,1,0,0
2511609,1,1,1,0,0
2511613,1,1,1,0,0
2511624,1,1,1,0,0
2511625,1,1,1,0,0
2511626,1,1,1,0,0
2511631,1,1,1,0,0
2511633,1,1,3,2,0
2511641,1,1,1,0,0
2511648,1,1,1,0,0
2511662,1,1,1,0,0
2511663,1,1,1,0,0
2511664,1,1,0,0,0
2511668,1,1,1,0,0
2511686,2,2,1,0,0
2511688,1,1,1,0,0
2511699,1,1,1,1,0
2511704,2,2,2,0,0
2511705,1,1,2,1,0
2511706,1,1,3,0,0
2511707,1,1,3,1,0
2511708,1,1,1,1,0
2511713,1,1,1,0,0
2511715,1,1,1,0,0
2511734,1,1,1,0,0
2511736,1,1,0,0,0
2511747,2,2,1,0,0
2511749,1,1,1,0,0
2511754,1,1,2,1,0
2511763,1,1,1,0,0
2511768,1,1,1,0,0
2511775,1,1,0,0,0
2511776,1,1,1,0,0
2511780,1,1,1,0,0
2511781,1,1,1,0,0
2511788,2,2,1,0,0
2511789,1,1,1,0,0
2511793,2,2,1,0,0
2511796,1,1,1,0,0
2511799,1,1,1,0,0
2511800,1,1,0,0,0
2511801,1,1,1,0,0
2511806,3,3,1,0,0
2511828,1,1,1,0,0
2511830,2,2,1,0,0
2511834,2,2,5,2,0
2511836,1,1,1,0,0
2511837,2,2,1,0,0
2511840,1,1,3,3,0
2511842,1,1,2,0,0
2511846,1,1,1,0,0
2511851,1,1,1,0,0
2511853,1,1,1,0,0
2511870,1,1,1,0,0
2511871,3,3,1,0,0
2511872,3,3,3,2,0
2511873,1,1,1,0,0
2511877,2,2,3,2,0
2511881,1,1,1,0,0
2511884,1,1,2,0,0
2511887,1,1,1,0,0
2511888,1,1,1,0,0
2511890,1,1,1,0,0
2511891,1,1,1,0,0
2511893,1,1,1,0,0
2511896,1,1,2,1,0
2511905,1,1,1,0,0
2511911,1,1,1,0,0
2511914,1,1,1,0,0
2511916,2,2,1,0,0
2511918,3,3,1,0,0
2511921,2,2,0,0,0
2511923,1,1,1,0,0
2511924,1,1,1,0,0
2511926,1,1,1,0,0
2511929,1,1,2,0,0
2511935,1,1,1,0,0
2511939,1,1,1,0,0
2511942,1,1,1,0,0
2511943,1,1,0,0,0
2511946,1,1,1,0,0
2511948,1,1,0,0,0
2511950,2,2,2,0,0
2511953,1,1,1,0,0
2511959,1,1,1,0,0
2511963,2,2,1,0,0
2511964,4,4,2,0,0
2511968,2,4,22,10,0
2511977,1,1,1,0,0
2511978,1,1,1,0,0
2511979,1,1,3,2,0
2511981,2,2,2,0,0
2511983,1,1,1,0,0
2511986,1,1,1,0,0
2511987,1,1,2,0,0
2511997,1,1,0,0,0
2511999,1,1,1,0,0
2512004,1,1,1,0,0
2512007,1,1,2,0,0
2512008,1,1,1,0,0
2512010,1,1,1,0,0
2512013,1,1,2,0,0
2512019,1,1,1,0,0
2512027,1,1,1,0,0
2512028,1,1,1,0,0
2512035,1,1,1,0,0
2512036,1,1,1,0,0
2512037,2,2,1,0,0
2512038,1,1,1,0,0
2512043,1,1,1,0,0
2512044,1,5,0,0,0
2512048,1,1,2,0,0
2512050,2,2,1,0,0
2512053,1,1,4,2,0
2512054,1,1,1,0,0
2512055,1,1,1,0,0
2512058,1,1,1,0,0
2512059,1,1,2,0,0
2512061,1,1,1,0,0
2512062,1,1,1,0,0
2512067,1,1,1,0,0
2512068,1,1,1,0,0
2512069,3,3,1,0,0
2512070,1,1,1,0,0
2512077,9,9,2,0,0
2512080,2,2,2,0,0
2512084,1,1,1,0,0
2512090,1,1,1,0,0
2512091,4,4,4,2,0
2512094,1,1,1,0,0
2512102,1,1,1,1,0
2512103,2,2,0,0,0
2512108,1,1,1,0,0
2512110,1,1,2,0,0
2512116,1,1,0,0,0
2512118,1,1,1,0,0
2512126,2,2,1,0,0
2512130,1,1,0,0,0
2512131,2,2,1,0,0
2512134,1,1,1,0,0
2512136,1,1,1,0,0
2512138,1,1,1,0,0
2512159,1,1,1,0,0
2512165,1,1,1,0,0
2512167,1,1,1,1,0
2512168,1,1,5,3,0
2512171,2,2,1,0,0
2512174,1,1,1,0,0
2512181,1,1,1,0,0
2512185,1,1,1,0,0
2512187,1,1,1,0,0
2512188,1,1,1,0,0
2512196,1,1,1,0,0
2512199,1,1,1,0,0
2512203,3,3,1,0,0
2512204,1,1,2,0,0
2512205,2,2,2,1,0
2512209,1,1,3,0,0
2512211,1,1,1,0,0
2512215,1,1,1,0,0
2512218,1,1,1,0,0
2512225,1,1,1,0,0
2512229,1,1,1,0,0
2512236,1,1,0,0,0
2512259,2,2,1,0,0
2512260,1,1,3,0,0
2512261,1,1,1,0,0
2512267,1,1,2,0,0
2512272,2,2,2,1,0
2512274,4,4,1,0,0
2512276,1,1,1,0,0
2512281,2,2,0,1,0
2512285,1,1,5,3,0
2512287,1,1,1,0,0
2512291,1,1,0,0,0
2512298,1,1,1,0,0
2512301,1,1,0,0,0
2512302,3,3,1,0,0
2512303,2,2,15,10,0
2512304,1,1,0,0,0
2512305,1,1,0,0,0
2512306,1,2,1,0,0
2512317,1,1,2,1,0
2512319,3,3,2,0,0
2512320,1,1,1,0,0
2512322,2,2,1,0,0
2512326,1,1,1,0,0
2512328,2,2,1,0,0
2512333,1,1,1,0,0
2512340,1,1,1,0,0
2512341,3,3,0,0,0
2512342,2,2,0,0,0
2512344,1,1,5,5,0
2512346,1,1,1,1,0
2512353,1,1,1,0,0
2512363,1,1,1,0,0
2512365,1,1,2,0,0
2512366,2,2,2,0,0
2512367,1,1,2,1,0
2512375,1,1,1,0,0
2512377,1,1,1,0,0
2512380,1,1,1,0,0
2512386,1,1,2,1,0
2512387,1,1,1,0,0
2512390,1,1,1,0,0
2512391,1,1,1,0,0
2512392,1,1,1,0,0
2512393,1,1,1,0,0
2512401,2,2,2,2,0
2512406,1,1,1,0,0
2512410,1,1,1,0,0
2512416,1,1,2,0,0
2512420,2,2,1,0,0
2512430,1,1,2,0,0
2512438,1,1,0,0,0
2512439,1,1,2,1,0
2512442,1,1,1,0,0
2512443,3,3,1,0,0
2512448,1,1,0,0,0
2512449,1,1,1,0,0
2512450,1,1,1,0,0
2512451,1,1,4,0,0
2512454,1,1,3,0,0
2512455,1,1,1,0,0
2512463,1,1,1,0,0
2512465,1,1,1,0,0
2512466,1,1,0,0,0
2512467,1,1,1,0,0
2512468,1,1,2,0,0
2512470,1,1,1,0,0
2512472,1,1,1,0,0
2512474,1,1,1,0,0
2512476,5,5,2,1,0
2512477,1,1,0,0,0
2512481,1,1,0,0,0
2512482,1,1,1,0,0
2512483,1,1,1,0,0
2512486,1,1,0,0,0
2512487,1,1,1,0,0
2512490,1,1,2,0,0
2512496,2,2,1,0,0
2512498,1,1,1,0,0
2512508,1,1,0,0,0
2512514,1,1,1,0,0
2512521,1,1,2,1,0
2512522,1,1,1,0,0
2512525,1,1,1,0,0
2512526,1,1,1,0,0
2512527,1,1,1,0,0
2512528,1,1,0,0,0
2512531,1,3,1,0,0
2512537,2,2,1,0,0
2512538,1,1,1,0,0
2512540,1,1,3,1,0
2512544,2,2,2,0,0
2512547,1,1,1,0,0
2512553,1,1,2,1,0
2512555,1,1,1,0,0
2512557,1,1,1,0,0
2512559,1,1,1,0,0
2512563,1,1,1,0,0
2512568,1,1,1,0,0
2512575,1,1,1,0,0
2512580,1,1,1,0,0
2512584,1,1,1,0,0
2512586,1,1,1,1,0
2512589,1,1,1,1,0
2512590,1,1,3,0,0
2512592,1,1,1,0,0
2512595,1,1,1,0,0
2512598,1,1,1,0,0
2512608,1,1,1,0,0
2512615,2,2,2,0,0
2512621,2,2,1,0,0
2512623,1,1,2,0,0
2512625,1,1,1,0,0
2512626,2,2,0,0,0
2512629,1,1,1,0,0
2512630,1,1,1,0,0
2512631,4,4,1,0,0
2512632,1,1,1,0,0
2512634,1,1,3,0,0
2512636,4,4,4,0,0
2512637,1,1,4,1,0
2512638,1,1,3,1,0
2512639,1,1,3,2,0
2512640,1,1,1,0,0
2512641,1,1,4,0,0
2512646,2,2,1,0,0
2512647,2,2,1,0,0
2512648,1,1,1,0,0
2512649,1,1,1,0,0
2512650,1,1,1,0,0
2512651,1,1,1,0,0
2512671,1,1,6,0,0
2512673,2,2,3,0,0
2512675,2,2,0,0,0
2512683,1,1,1,0,0
2512688,4,4,4,0,0
2512690,1,1,0,1,0
2512691,1,1,1,0,0
2512692,1,1,1,0,0
2512695,1,1,0,0,0
2512697,1,1,1,0,0
2512698,4,4,0,0,0
2512709,3,5,15,12,0
2512710,1,1,2,0,0
2512714,2,2,1,0,0
2512718,1,1,1,0,0
2512720,2,2,3,0,0
2512723,2,2,1,0,0
2512730,1,1,2,0,0
